date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:50:26	17976/17976	---M-Z	200	added ('OK')	text/html	etag:%224638-654ffa3a-650f2b38ada0da5d;gz%22	https://zrtechsolutions.com/demo/html/technoit/faqs.html	zrtechsolutions.com/demo/html/technoit/faqs.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:27	16818/16818	---M-Z	200	added ('OK')	text/html	etag:%2241b2-654ffa3b-2266d2991f556764;gz%22	https://zrtechsolutions.com/demo/html/technoit/privacy-policy.html	zrtechsolutions.com/demo/html/technoit/privacy-policy.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:28	19010/19010	---M-Z	200	added ('OK')	text/html	etag:%224a42-654ffa3c-a429286d173ac4eb;gz%22	https://zrtechsolutions.com/demo/html/technoit/blogs.html	zrtechsolutions.com/demo/html/technoit/blogs.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:29	21689/21689	---M-Z	200	added ('OK')	text/html	etag:%2254b9-654ffa3b-dbd89b74d41799fa;gz%22	https://zrtechsolutions.com/demo/html/technoit/blog-details.html	zrtechsolutions.com/demo/html/technoit/blog-details.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:30	15726/15726	---M-Z	200	added ('OK')	text/html	etag:%223d6e-654ffa3b-78dc9366ccfb1fdd;gz%22	https://zrtechsolutions.com/demo/html/technoit/contact.html	zrtechsolutions.com/demo/html/technoit/contact.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:31	2772/2772	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ad4-6559f311-5e61dfd16eeab8df;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-design.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-design.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:32	1998/1998	---M-Z	200	added ('OK')	image/svg+xml	etag:%227ce-6559f310-626c83b1c355a81e;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-hosting.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-hosting.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:33	1652/1652	---M-Z	200	added ('OK')	image/svg+xml	etag:%22674-6559f310-138bcb3c6276be3c;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-social.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-social.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:34	2527/2527	---M-Z	200	added ('OK')	image/svg+xml	etag:%229df-6559f311-2990da0a70477e3;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-seo.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-seo.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:35	1756/1756	---M-Z	200	added ('OK')	image/svg+xml	etag:%226dc-6559f310-58ce771271499b76;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-cloud.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-cloud.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:36	1613/1613	---M-Z	200	added ('OK')	image/svg+xml	etag:%2264d-6559f311-d1b8245e5aff39b4;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-secure.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/service-secure.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:37	1912/1912	---M-Z	200	added ('OK')	image/svg+xml	etag:%22778-6559f312-aa245525b6cce94b;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-1.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-1.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:38	2772/2772	---M-Z	200	added ('OK')	image/svg+xml	etag:%22ad4-6559f312-29525d79a65208f9;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-2.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-2.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:39	5650/5650	---M-Z	200	added ('OK')	image/svg+xml	etag:%221612-6559f312-61acec43d01364f6;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-3.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-3.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:40	76390/76390	---M--	200	added ('OK')	image/jpeg	etag:%2212a66-654ffa3d-a5224fd8cb37c51b;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/features.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/features.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:41	3437/3437	---M-Z	200	added ('OK')	image/svg+xml	etag:%22d6d-6559f312-cb5aa3b78f702b6e;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-4.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-4.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:42	4054/4054	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fd6-6559f312-7c67fe3d089b07e5;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-5.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-5.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:43	3621/3621	---M-Z	200	added ('OK')	image/svg+xml	etag:%22e25-6559f311-596b497f14a1f71f;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-6.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/icon-6.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:44	40052/40052	---M--	200	added ('OK')	image/jpeg	etag:%229c74-654ffa46-9dc19687e21a7363;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-1.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-1.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:45	60820/60820	---M--	200	added ('OK')	image/jpeg	etag:%22ed94-654ffa46-8ab832c059ec9b76;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-2.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-2.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:46	85053/85053	---M--	200	added ('OK')	image/jpeg	etag:%2214c3d-654ffa46-2a09af84a9d78227;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-3.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-3.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:48	119371/119371	---M--	200	added ('OK')	image/jpeg	etag:%221d24b-654ffa46-9ea6ec07ee5166da;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-4.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-4.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:48	46324/46324	---M--	200	added ('OK')	image/jpeg	etag:%22b4f4-654ffa46-c393c5730c208733;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-5.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-5.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:49	58469/58469	---M--	200	added ('OK')	image/jpeg	etag:%22e465-654ffa46-ab1554021ef800f3;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-6.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/portfolio/product-6.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:50	31238/31238	---M--	200	added ('OK')	image/jpeg	etag:%227a06-654ffa41-ab23652f14d4356a;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-1.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-1.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:51	43187/43187	---M--	200	added ('OK')	image/jpeg	etag:%22a8b3-654ffa41-2d167813dde20fdb;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-2.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-2.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:52	35327/35327	---M--	200	added ('OK')	image/jpeg	etag:%2289ff-654ffa41-8873d001056463fb;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-3.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-3.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:53	32730/32730	---M--	200	added ('OK')	image/jpeg	etag:%227fda-654ffa41-e9f43842fad7d846;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-4.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/testimonials/testimonial-4.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:54	4475/4475	---M-Z	200	added ('OK')	image/svg+xml	etag:%22117b-6559f312-9e1808e6cb4bdadc;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/happy-clients.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/happy-clients.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:55	2552/2552	---M-Z	200	added ('OK')	image/svg+xml	etag:%229f8-6559f30f-a2ff65828bd87d29;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/complete-projects.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/complete-projects.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:56	4079/4079	---M-Z	200	added ('OK')	image/svg+xml	etag:%22fef-6559f310-678bcc5fdbd48a73;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/icons/hours-support.svg	zrtechsolutions.com/demo/html/technoit/assets/images/icons/hours-support.svg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:57	22025/22025	---M--	200	added ('OK')	image/png	etag:%225609-654ffa40-3e748da96003c95e;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-1.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-1.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:58	19703/19703	---M--	200	added ('OK')	image/png	etag:%224cf7-654ffa40-40b1ca63dd85a592;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-2.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-2.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:50:59	19607/19607	---M--	200	added ('OK')	image/png	etag:%224c97-654ffa40-cb1b53d3b4b8b1ba;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-3.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-3.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:00	19327/19327	---M--	200	added ('OK')	image/png	etag:%224b7f-654ffa40-b157e0b77f70a64d;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-4.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-4.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:01	22155/22155	---M--	200	added ('OK')	image/png	etag:%22568b-654ffa40-283d3e05d3460cfb;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-5.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-5.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:02	15672/15672	---M--	200	added ('OK')	image/png	etag:%223d38-654ffa40-be1f37bbc021eaec;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-6.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-6.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:03	18432/18432	---M--	200	added ('OK')	image/png	etag:%224800-654ffa40-c4396aff27d81e59;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-7.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-7.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:04	19531/19531	---M--	200	added ('OK')	image/png	etag:%224c4b-654ffa41-2ce7677e39103aa4;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-8.png	zrtechsolutions.com/demo/html/technoit/assets/images/clients/client-8.png	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:05	57908/57908	---M--	200	added ('OK')	image/jpeg	etag:%22e234-654ffa42-67660e99dc48335a;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/team/team-1.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/team/team-1.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:07	207487/207487	---M--	200	added ('OK')	image/jpeg	etag:%2232a7f-654ffa43-73145f25864f2d1a;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/team/team-2.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/team/team-2.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:09	166372/166372	---M--	200	added ('OK')	image/jpeg	etag:%22289e4-654ffa43-38a51b97142a93fb;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/team/team-3.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/team/team-3.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:09	322161/322161	---M--	200	added ('OK')	image/jpeg	etag:%224ea71-654ffa43-16883df8217c0142;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/team/team-4.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/team/team-4.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:09	75543/75543	---M--	200	added ('OK')	image/jpeg	etag:%2212717-654ffa42-3c7a80b6ac50509b;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-1.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-1.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:10	79729/79729	---M--	200	added ('OK')	image/jpeg	etag:%2213771-654ffa42-752740cf72fd8dcf;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-2.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-2.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:11	110482/110482	---M--	200	added ('OK')	image/jpeg	etag:%221af92-654ffa42-858270f5cc9b495d;;;%22	https://zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-3.jpg	zrtechsolutions.com/demo/html/technoit/assets/images/blog/blog-3.jpg	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:12	70220/70220	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:12%20GMT	https://zrtechsolutions.com/demo/html/technoit/porfolio.html	zrtechsolutions.com/demo/html/technoit/porfolio.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:13	70205/70205	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:13%20GMT	https://zrtechsolutions.com/demo/html/technoit/faq.html	zrtechsolutions.com/demo/html/technoit/faq.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:14	70235/70235	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:14%20GMT	https://zrtechsolutions.com/demo/html/technoit/blogs-details.html	zrtechsolutions.com/demo/html/technoit/blogs-details.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:15	70229/70229	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:15%20GMT	https://zrtechsolutions.com/demo/html/technoit/coming-soon.html	zrtechsolutions.com/demo/html/technoit/coming-soon.html	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:16	84361/84361	---M-Z	200	added ('OK')	application/x-javascript	etag:%2214989-654ffa3f-c6d4f85bd8d44cf3;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/jquery.min.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/jquery.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:17	55880/55880	---M-Z	200	added ('OK')	application/x-javascript	etag:%22da48-654ffa50-d4e965cd03b386cd;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/glightbox/js/glightbox.min.js	zrtechsolutions.com/demo/html/technoit/assets/vendor/glightbox/js/glightbox.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:18	79790/79790	---M-Z	200	added ('OK')	application/x-javascript	etag:%22137ae-654ffa4f-b15a10ad887224b0;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	zrtechsolutions.com/demo/html/technoit/assets/vendor/bootstrap/js/bootstrap.bundle.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:19	14690/14690	---M-Z	200	added ('OK')	application/x-javascript	etag:%223962-654ffa47-86635954a906d8c8;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/aos/aos.js	zrtechsolutions.com/demo/html/technoit/assets/vendor/aos/aos.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:20	143070/143070	---M-Z	200	added ('OK')	application/x-javascript	etag:%2222ede-654ffa47-5515ef847f31d058;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js	zrtechsolutions.com/demo/html/technoit/assets/vendor/swiper/swiper-bundle.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:21	129233/129233	---M-Z	200	added ('OK')	application/x-javascript	etag:%221f8d1-654ffa3e-6fb5f09e3a965ca2;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/plugins.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/plugins.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:22	5417/5417	---M-Z	200	added ('OK')	application/x-javascript	etag:%221529-654ffa3f-a1bcaed7aa89f427;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/purecounter_vanilla.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/purecounter_vanilla.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:23	7729/7729	---M-Z	200	added ('OK')	application/x-javascript	etag:%221e31-654ffa3e-8998a513fd11faa3;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/validator.min.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/validator.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:24	868/868	---M-Z	200	added ('OK')	application/x-javascript	etag:%22364-654ffa3f-31120bfb5a87c0c;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/contactform.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/contactform.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:25	23364/23364	---M-Z	200	added ('OK')	application/x-javascript	etag:%225b44-654ffa3f-ae101ebee87491f6;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/particles.min.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/particles.min.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:26	2033/2033	---M-Z	200	added ('OK')	application/x-javascript	etag:%227f1-654ffa3f-2545826d5e26e3d7;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/script.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/script.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:27	8849/8849	---M-Z	200	added ('OK')	application/x-javascript	etag:%222291-654ffa3f-ba3bc5cf8669d162;gz%22	https://zrtechsolutions.com/demo/html/technoit/assets/javascripts/main.js	zrtechsolutions.com/demo/html/technoit/assets/javascripts/main.js	(from https://zrtechsolutions.com/demo/html/technoit/)
12:51:28	70337/70337	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:28%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.eot?v=4.7.0	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont3e6e.eot	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
12:51:29	70297/70297	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:29%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.eot?	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfontd41d.eot	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
12:51:30	70343/70343	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:30%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
12:51:31	70340/70340	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2006%20Apr%202024%2015:51:31%20GMT	https://zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont.woff?v=4.7.0	zrtechsolutions.com/demo/html/technoit/assets/fonts/fontawesome-webfont3e6e.woff	(from https://zrtechsolutions.com/demo/html/technoit/assets/stylesheets/font-awesome.min.css)
